,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
68,-2,3400,STARFRUIT,4997,26,,,,,5003,2,5004.0,24.0,,,5000.0,0.0
69,-2,3400,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
70,-2,3500,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
71,-2,3500,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
72,-2,3600,AMETHYSTS,9995,21,,,,,9998,4,10005.0,21.0,,,9996.5,0.0
73,-2,3600,STARFRUIT,4997,21,,,,,5004,21,,,,,5000.5,0.0
74,-2,3700,STARFRUIT,4998,3,4997.0,24.0,,,5004,24,,,,,5001.0,0.0
75,-2,3700,AMETHYSTS,10002,1,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10003.0,0.0
76,-2,3800,STARFRUIT,4997,25,,,,,5004,25,,,,,5000.5,0.0
77,-2,3800,AMETHYSTS,9996,2,9995.0,23.0,,,10002,10,10004.0,2.0,10005.0,23.0,9999.0,0.0
78,-2,3900,STARFRUIT,4998,2,4997.0,26.0,,,5003,1,5004.0,25.0,,,5000.5,0.0
79,-2,3900,AMETHYSTS,9998,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0
80,-2,4000,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
81,-2,4000,STARFRUIT,4997,32,,,,,5003,2,5004.0,30.0,,,5000.0,0.0
82,-2,4100,STARFRUIT,4997,29,,,,,5003,2,5004.0,27.0,,,5000.0,0.0
83,-2,4100,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0
84,-2,4200,STARFRUIT,4998,2,4997.0,24.0,,,5004,26,,,,,5001.0,0.0
85,-2,4200,AMETHYSTS,9996,2,9995.0,24.0,,,10002,4,10004.0,2.0,10005.0,24.0,9999.0,0.0
86,-2,4300,STARFRUIT,4998,7,4997.0,22.0,,,5000,5,5004.0,22.0,,,4999.0,0.0
87,-2,4300,AMETHYSTS,9995,22,,,,,9998,1,10000.0,6.0,10005.0,22.0,9996.5,0.0
88,-2,4400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
89,-2,4400,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
90,-2,4500,STARFRUIT,4996,28,,,,,5003,29,,,,,4999.5,0.0
91,-2,4500,AMETHYSTS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,0.0
92,-2,4600,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
93,-2,4600,AMETHYSTS,9996,1,9995.0,29.0,,,10002,10,10004.0,1.0,10005.0,29.0,9999.0,0.0
94,-2,4700,STARFRUIT,4997,32,,,,,4998,7,5002.0,3.0,5003.0,2.0,4997.5,0.0
95,-2,4700,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
96,-2,4800,AMETHYSTS,9998,6,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,0.0
97,-2,4800,STARFRUIT,4997,24,,,,,5004,24,,,,,5000.5,0.0
98,-2,4900,STARFRUIT,4996,22,,,,,5003,22,,,,,4999.5,0.0
99,-2,4900,AMETHYSTS,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5,0.0
100,-2,5000,STARFRUIT,4997,30,,,,,5004,30,,,,,5000.5,0.0
101,-2,5000,AMETHYSTS,9998,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,0.0
102,-2,5100,STARFRUIT,4998,7,4997.0,30.0,,,5004,31,,,,,5001.0,0.0
103,-2,5100,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
104,-2,5200,AMETHYSTS,9998,9,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,0.0
105,-2,5200,STARFRUIT,4998,8,4997.0,27.0,,,5003,1,5004.0,26.0,,,5000.5,0.0
106,-2,5300,STARFRUIT,5002,1,4997.0,21.0,,,5004,21,,,,,5003.0,0.0
107,-2,5300,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
108,-2,5400,STARFRUIT,4997,21,,,,,5002,6,5004.0,21.0,,,4999.5,0.0
109,-2,5400,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0
110,-2,5500,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
111,-2,5500,STARFRUIT,4997,27,,,,,5004,27,,,,,5000.5,0.0
112,-2,5600,STARFRUIT,5002,2,4998.0,28.0,,,5005,28,,,,,5003.5,0.0
113,-2,5600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
114,-2,5700,STARFRUIT,4999,26,,,,,5006,27,,,,,5002.5,0.0
115,-2,5700,AMETHYSTS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
116,-2,5800,STARFRUIT,4999,31,,,,,5006,31,,,,,5002.5,0.0
117,-2,5800,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
118,-2,5900,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
119,-2,5900,STARFRUIT,5000,5,4999.0,30.0,,,5005,2,5006.0,28.0,,,5002.5,0.0
120,-2,6000,STARFRUIT,4998,30,,,,,5005,30,,,,,5001.5,0.0
121,-2,6000,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0
122,-2,6100,STARFRUIT,4999,24,,,,,5005,1,5006.0,24.0,,,5002.0,0.0
123,-2,6100,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
124,-2,6200,STARFRUIT,4999,22,,,,,5005,1,5006.0,21.0,,,5002.0,0.0
125,-2,6200,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0
126,-2,6300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0
127,-2,6300,STARFRUIT,4999,7,4998.0,23.0,,,5005,25,,,,,5002.0,0.0
128,-2,6400,STARFRUIT,4999,1,4998.0,24.0,,,5005,25,,,,,5002.0,0.0
129,-2,6400,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0
130,-2,6500,STARFRUIT,4999,27,,,,,5005,1,5006.0,26.0,,,5002.0,0.0
131,-2,6500,AMETHYSTS,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0,0.0
132,-2,6600,STARFRUIT,4998,26,,,,,5005,26,,,,,5001.5,0.0
133,-2,6600,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0
134,-2,6700,AMETHYSTS,9995,20,,,,,10002,3,10005.0,20.0,,,9998.5,0.0
135,-2,6700,STARFRUIT,4999,7,4998.0,20.0,,,5005,20,,,,,5002.0,0.0
136,-2,6800,STARFRUIT,4997,32,,,,,5002,8,5003.0,2.0,5004.0,30.0,4999.5,0.0
137,-2,6800,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
138,-2,6900,STARFRUIT,4997,27,,,,,5002,1,5004.0,27.0,,,4999.5,0.0
139,-2,6900,AMETHYSTS,9996,1,9995.0,26.0,,,10002,5,10004.0,1.0,10005.0,26.0,9999.0,0.0
140,-2,7000,STARFRUIT,5002,4,4997.0,27.0,,,5004,27,,,,,5003.0,0.0
141,-2,7000,AMETHYSTS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
142,-2,7100,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
143,-2,7100,STARFRUIT,4998,30,,,,,5005,30,,,,,5001.5,0.0
144,-2,7200,STARFRUIT,4998,28,,,,,5005,28,,,,,5001.5,0.0
145,-2,7200,AMETHYSTS,9998,5,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0
146,-2,7300,STARFRUIT,4998,6,4997.0,29.0,,,5004,31,,,,,5001.0,0.0
147,-2,7300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0,0.0
148,-2,7400,STARFRUIT,4998,22,,,,,5004,1,5005.0,22.0,,,5001.0,0.0
149,-2,7400,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
150,-2,7500,AMETHYSTS,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5,0.0
151,-2,7500,STARFRUIT,4998,25,,,,,5005,25,,,,,5001.5,0.0
152,-2,7600,STARFRUIT,4997,22,,,,,5004,22,,,,,5000.5,0.0
153,-2,7600,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
154,-2,7700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
155,-2,7700,STARFRUIT,4997,21,,,,,5004,22,,,,,5000.5,0.0
156,-2,7800,AMETHYSTS,9998,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,0.0
157,-2,7800,STARFRUIT,4998,1,4997.0,22.0,,,5004,23,,,,,5001.0,0.0
158,-2,7900,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0
159,-2,7900,STARFRUIT,4999,4,4998.0,27.0,,,5004,1,5005.0,26.0,,,5001.5,0.0
160,-2,8000,STARFRUIT,4998,27,,,,,5003,8,5005.0,27.0,,,5000.5,0.0
161,-2,8000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0
162,-2,8100,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
163,-2,8100,STARFRUIT,4998,23,,,,,5004,1,5005.0,22.0,,,5001.0,0.0
164,-2,8200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0
165,-2,8200,STARFRUIT,4997,23,,,,,5002,1,5004.0,23.0,,,4999.5,0.0
166,-2,8300,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0
167,-2,8300,STARFRUIT,4998,30,,,,,5005,30,,,,,5001.5,0.0
168,-2,8400,STARFRUIT,4998,28,,,,,5005,28,,,,,5001.5,0.0
169,-2,8400,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
170,-2,8500,AMETHYSTS,9998,10,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0
171,-2,8500,STARFRUIT,4998,2,4997.0,29.0,,,5004,31,,,,,5001.0,0.0
172,-2,8600,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0
173,-2,8600,STARFRUIT,4997,22,,,,,5004,23,,,,,5000.5,0.0
174,-2,8700,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
175,-2,8700,STARFRUIT,4997,27,,,,,5002,4,5004.0,27.0,,,4999.5,0.0
176,-2,8800,STARFRUIT,4998,7,4997.0,25.0,,,5004,25,,,,,5001.0,0.0
177,-2,8800,AMETHYSTS,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5,0.0
178,-2,8900,AMETHYSTS,9998,9,9995.0,26.0,,,10005,26,,,,,10001.5,0.0
179,-2,8900,STARFRUIT,4999,1,4998.0,26.0,,,5005,26,,,,,5002.0,0.0
180,-2,9000,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0
181,-2,9000,STARFRUIT,4997,31,,,,,5004,31,,,,,5000.5,0.0
182,-2,9100,AMETHYSTS,9998,3,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0
183,-2,9100,STARFRUIT,4998,29,,,,,5005,29,,,,,5001.5,0.0
184,-2,9200,STARFRUIT,4997,27,,,,,5002,7,5004.0,27.0,,,4999.5,0.0
185,-2,9200,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
186,-2,9300,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0
187,-2,9300,STARFRUIT,4998,21,,,,,5004,1,5005.0,20.0,,,5001.0,0.0
188,-2,9400,AMETHYSTS,9998,2,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0
189,-2,9400,STARFRUIT,4997,23,,,,,5004,23,,,,,5000.5,0.0
190,-2,9500,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
191,-2,9500,STARFRUIT,4998,4,4997.0,31.0,,,5004,31,,,,,5001.0,0.0
192,-2,9600,STARFRUIT,4997,31,,,,,5004,31,,,,,5000.5,0.0
193,-2,9600,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0
194,-2,9700,AMETHYSTS,9995,22,,,,,10002,1,10005.0,22.0,,,9998.5,0.0
195,-2,9700,STARFRUIT,4997,22,,,,,5004,22,,,,,5000.5,0.0
196,-2,9800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
197,-2,9800,STARFRUIT,4997,26,,,,,5004,26,,,,,5000.5,0.0
198,-2,9900,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0
199,-2,9900,STARFRUIT,5001,4,4996.0,25.0,,,5003,25,,,,,5002.0,0.0
200,-2,10000,STARFRUIT,4997,8,4996.0,28.0,,,5003,28,,,,,5000.0,0.0
201,-2,10000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0
202,-2,10100,STARFRUIT,4996,1,4995.0,24.0,,,5002,25,,,,,4999.0,0.0
203,-2,10100,AMETHYSTS,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0,0.0
204,-2,10200,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0
205,-2,10200,STARFRUIT,4996,2,4995.0,26.0,,,5002,28,,,,,4999.0,0.0
206,-2,10300,STARFRUIT,5001,1,4997.0,8.0,4996.0,27.0,5003,27,,,,,5002.0,0.0
207,-2,10300,AMETHYSTS,9998,4,9995.0,27.0,,,10005,27,,,,,10001.5,0.0
208,-2,10400,STARFRUIT,4997,1,4996.0,29.0,,,5003,29,,,,,5000.0,0.0
209,-2,10400,AMETHYSTS,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0,0.0
210,-2,10500,STARFRUIT,4996,31,,,,,5003,31,,,,,4999.5,0.0
211,-2,10500,AMETHYSTS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0
212,-2,10600,AMETHYSTS,9996,2,9995.0,29.0,,,10000,4,10004.0,2.0,10005.0,29.0,9998.0,0.0
213,-2,10600,STARFRUIT,4997,31,,,,,5000,4,5002.0,4.0,5004.0,31.0,4998.5,0.0
214,-2,10700,STARFRUIT,4998,1,4997.0,28.0,,,5004,28,,,,,5001.0,0.0
215,-2,10700,AMETHYSTS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,0.0
216,-2,10800,STARFRUIT,4998,3,4997.0,24.0,,,5004,24,,,,,5001.0,0.0
217,-2,10800,AMETHYSTS,9998,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,0.0
218,-2,10900,STARFRUIT,4999,7,4998.0,28.0,,,5005,28,,,,,5002.0,0.0
219,-2,10900,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0
220,-2,11000,AMETHYSTS,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5,0.0
221,-2,11000,STARFRUIT,5002,7,4997.0,24.0,,,5004,24,,,,,5003.0,0.0
222,-2,11100,STARFRUIT,4998,21,,,,,5005,21,,,,,5001.5,0.0
223,-2,11100,AMETHYSTS,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5,0.0
224,-2,11200,STARFRUIT,4998,2,4997.0,21.0,,,5004,23,,,,,5001.0,0.0
225,-2,11200,AMETHYSTS,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0,0.0
226,-2,11300,STARFRUIT,4999,3,4998.0,22.0,,,5004,1,5005.0,21.0,,,5001.5,0.0
227,-2,11300,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0
228,-2,11400,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0
229,-2,11400,STARFRUIT,4997,26,,,,,5003,1,5004.0,25.0,,,5000.0,0.0
230,-2,11500,STARFRUIT,4997,26,,,,,5002,8,5004.0,26.0,,,4999.5,0.0
231,-2,11500,AMETHYSTS,9996,1,9995.0,25.0,,,10002,7,10004.0,1.0,10005.0,25.0,9999.0,0.0
232,-2,11600,STARFRUIT,4997,29,,,,,5004,29,,,,,5000.5,0.0
233,-2,11600,AMETHYSTS,9996,2,9995.0,27.0,,,10002,2,10004.0,2.0,10005.0,27.0,9999.0,0.0
234,-2,11700,STARFRUIT,4997,23,,,,,4998,2,5003.0,2.0,5004.0,21.0,4997.5,0.0
235,-2,11700,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0
236,-2,11800,AMETHYSTS,9998,10,9995.0,29.0,,,10000,5,10005.0,29.0,,,9999.0,0.0
237,-2,11800,STARFRUIT,4997,29,,,,,5000,4,5004.0,29.0,,,4998.5,0.0
238,-2,11900,STARFRUIT,4998,32,,,,,5003,3,5004.0,2.0,5005.0,30.0,5000.5,0.0
239,-2,11900,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0
240,-2,12000,STARFRUIT,4998,20,,,,,5005,20,,,,,5001.5,0.0
241,-2,12000,AMETHYSTS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,0.0
242,-2,12100,STARFRUIT,4998,2,4997.0,25.0,,,5002,1,5004.0,27.0,,,5000.0,0.0
243,-2,12100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0
244,-2,12200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0
245,-2,12200,STARFRUIT,4998,6,4997.0,28.0,,,5004,30,,,,,5001.0,0.0
246,-2,12300,STARFRUIT,4998,1,4997.0,28.0,,,5004,29,,,,,5001.0,0.0
247,-2,12300,AMETHYSTS,9998,6,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,0.0
248,-2,12400,STARFRUIT,4999,4,4998.0,26.0,,,5005,26,,,,,5002.0,0.0
249,-2,12400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0
250,-2,12500,STARFRUIT,4998,19,,,,,5005,20,,,,,5001.5,0.0
251,-2,12500,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0
252,-2,12600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0
253,-2,12600,STARFRUIT,4998,22,,,,,5005,22,,,,,5001.5,0.0
254,-2,12700,STARFRUIT,4998,2,4997.0,20.0,,,5004,22,,,,,5001.0,0.0
255,-2,12700,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
256,-2,12800,STARFRUIT,4997,22,,,,,5004,22,,,,,5000.5,0.0
257,-2,12800,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0
258,-2,12900,STARFRUIT,4998,7,4997.0,29.0,,,5003,1,5004.0,28.0,,,5000.5,0.0
259,-2,12900,AMETHYSTS,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,0.0
260,-2,13000,AMETHYSTS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,0.0
261,-2,13000,STARFRUIT,5002,1,4997.0,6.0,4996.0,20.0,5003,20,,,,,5002.5,0.0
262,-2,13100,STARFRUIT,4997,8,4996.0,25.0,,,5003,26,,,,,5000.0,0.0
